Genus;Species;Center Lat;Center Long;C-Square;Depth (m);Surface Water Temp. (°C);Bottom Water Temp. (°C);Surface Salinity (psu);Bottom Salinity (psu);Primary Production (mgC·m-3·day-1);Sea Ice Concentration (0-1 fraction);Dissolved Bottom Oxygen (mmol·m-3);Distance to Land (km)
Sardinella;aurita;29.25;-85.25;7208:495:1;38;24.26070595;23.20789909;35.13031387;36.10681915;3.897000104;0;223.0998077;97
Sardinella;aurita;29.25;-80.25;7208:390:1;81;25.96411514;23.66477394;36.1499939;36.42747498;9.519999847;0;202.710495;88
Sardinella;aurita;29.25;-85.75;7208:495:2;117;24.64391327;21.13677788;34.93058777;36.3862114;3.839999903;0;209.6309509;122
Sardinella;aurita;29.25;-13.25;7201:393:1;669;20.42941093;8.090171814;36.63430786;35.55220032;0.592999975;0;196.0620117;23
Sardinella;aurita;29.25;-80.75;7208:390:2;17;24.45981789;24.66531563;36.24003601;36.1438942;12.41599955;0;212.5787811;22
Sardinella;aurita;29.25;-92.75;7209:392:2;15;23.97191238;24.31067467;31.38959503;35.68679428;3.18;0;218.4429932;87
Sardinella;aurita;29.25;-81.25;7208:391:1;3;24.01957512;24.43478966;36.06967926;35.46525955;13.88791483;0;213.2216034;1
Sardinella;aurita;29.25;-88.75;7208:498:2;84;24.79598427;22.18552589;28.61387825;36.40060043;34.54999998;0;219.0366211;97
Sardinella;aurita;29.25;-79.75;7207:499:2;638;26.99334526;7.604035854;36.05339432;35.34551239;5.220000166;0;169.5278931;132
Sardinella;aurita;29.25;-83.75;7208:393:2;15;23.64561081;23.56046104;35.58066177;35.99542999;2.776999958;0;221.6931;87
Sardinella;aurita;29.25;-84.25;7208:394:1;24;23.83444786;23.45867348;35.59842682;36.02256393;2.45400006;0;223.2454834;97
Sardinella;aurita;29.75;-84.25;7208:394:3;12;23.42771912;23.52087784;35.42523956;35.61586761;5.313999951;0;220.9507294;24
Sardinella;aurita;29.75;-84.75;7208:394:4;10;23.46463966;23.68969345;35.21203613;35.62692642;8.957000449;0;219.9595337;17
Sardinella;aurita;29.75;-85.25;7208:495:3;9;23.61955452;24.0001297;34.46495819;30.96095657;10.3620002;0;218.6123047;17
Sardinella;aurita;29.75;-80.25;7208:390:3;135;26.10403824;16.42587662;36.14416885;36.58675766;9.084999561;0;171.108078;121
Sardinella;aurita;29.75;-85.75;7208:495:4;29;23.89008713;23.28932381;34.56549835;36.08728409;5.812999792;0;222.7188416;87
Sardinella;aurita;29.75;-80.75;7208:390:4;19;24.44425201;24.30314636;36.22502899;36.17934418;11.35300007;0;213.3486176;72
Sardinella;aurita;29.75;-86.75;7208:496:4;198;24.74416924;18.4456234;33.70769501;36.24409103;3.847999964;0;152.285141;104
Sardinella;aurita;29.75;-93.25;7209:393:3;13;23.42035294;23.73550987;29.00847435;34.97164917;9.64799989;0;223.0249176;15
Sardinella;aurita;29.75;-87.75;7208:497:4;38;24.40056801;23.46219063;31.31942368;36.02828598;5.907999817;0;219.7633362;104
Sardinella;aurita;29.75;-76.75;7207:496:4;1617;25.35650444;4.160881042;36.39961243;35.02961349;2.842999995;0;235.7192993;385
Sardinella;aurita;29.75;-81.25;7208:391:3;7;23.54312515;24.10051346;36.17888641;35.8196106;15.50799981;0;214.1522675;11
Sardinella;aurita;29.75;-93.75;7209:393:4;13;23.304842;23.62516975;29.21009064;31.91550064;11.05200034;0;224.3352814;16
Sardinella;aurita;29.75;-15.75;7201:495:4;3516;21.0511837;2.32464695;36.83172226;34.91259766;0.289999996;0;245.2054749;104
Sardinella;aurita;29.75;-88.25;7208:498:3;27;24.32335091;23.29759026;29.68489647;36.0236969;14.80100024;0;218.6140747;97
Sardinella;aurita;29.75;-88.75;7208:498:4;15;23.99315453;24.63062286;25.22358894;35.25606155;39.14200142;0;225.3680573;87
Sardinella;aurita;30.25;-80.25;7308:100:1;110;26.00046158;19.10733795;36.17064667;36.61605835;9.25699994;0;180.9453583;120
Sardinella;aurita;30.25;-88.25;7308:208:1;13;23.49206924;24.24482346;26.00085449;35.00424957;18.82299967;0;242.6266632;20
Sardinella;aurita;30.25;-80.75;7308:100:2;25;24.32575989;24.12466049;36.22994614;36.15671921;10.12200024;0;213.5693665;72
Sardinella;aurita;30.25;-88.75;7308:208:2;8;23.32240868;23.71229362;21.54706573;34.9470787;40.88800028;0;251.576889;20
Sardinella;aurita;30.25;-81.25;7308:101:1;12;23.23137856;23.65307045;36.14084625;36.0933609;19.27799918;0;216.5086975;18
Sardinella;aurita;30.25;-85.75;7308:205:2;12;23.46479034;24.05510139;34.26393509;30.01494026;8.140999824;0;219.1365204;13
Sardinella;aurita;30.25;-86.25;7308:206:1;23;23.69412613;23.27396965;34.03246307;36.0620575;5.078000017;0;222.8677063;22
Sardinella;aurita;30.25;-86.75;7308:206:2;39;23.93413925;23.55599403;33.20219421;36.05221939;4.705999978;0;223.0007629;22
Sardinella;aurita;30.25;-87.25;7308:207:1;18;23.82254601;23.93206024;31.66947746;35.80771255;7.650000043;0;223.0065002;22
Sardinella;aurita;30.25;-87.75;7308:207:2;14;23.59205246;23.89005089;29.03717232;35.12610626;12.96900027;0;234.4752045;19
Sardinella;aurita;30.75;-79.75;7307:209:4;434;26.68678093;10.52168083;36.0915947;36.04064178;7.069999818;0;161.8818359;167
Sardinella;aurita;30.75;-80.25;7308:100:3;58;25.41889381;24.20632744;36.21090317;36.26616287;8.782000281;0;210.7958527;119
Sardinella;aurita;30.75;-80.75;7308:100:4;22;23.74783897;23.84357071;36.22689056;36.16642761;9.278999642;0;215.5083466;72
Sardinella;aurita;30.75;-81.25;7308:101:3;16;22.59310341;23.5109005;36.02593231;35.68856049;17.18199998;0;216.0996704;21
Sardinella;aurita;31.25;-81.25;7308:111:1;7;22.37293053;22.66728401;35.29848862;35.36218262;19.51199956;0;217.887619;19
Sardinella;aurita;31.25;-78.75;7307:218:2;620;26.49279785;10.56784534;36.13530731;35.95268631;5.855000112;0;162.5045471;228
Sardinella;aurita;31.25;17.25;1301:217:1;78;22.13759613;19.34860039;38.20603943;38.0647049;0.631999981;0;237.6427612;17
Sardinella;aurita;31.25;29.75;1302:219:2;162;22.539814;21.77089691;38.51290894;38.97596359;0.754999986;0;220.2463684;22
Sardinella;aurita;31.25;-79.75;7307:219:2;191;26.07615852;14.12369823;36.15190887;36.2454834;8.29899963;0;166.1426697;156
Sardinella;aurita;31.25;-80.25;7308:110:1;37;24.37797165;23.83847237;36.24385071;36.19871521;8.635000326;0;211.5078735;119
Sardinella;aurita;31.25;-80.75;7308:110:2;20;22.91341019;23.26869965;36.13074112;36.06936646;9.872999974;0;217.0274048;71
Sardinella;aurita;31.75;-81.25;7308:111:3;3;22.2472744;22.64551353;34.61690521;35.20785522;17.68999919;0;217.2156525;8
Sardinella;aurita;31.75;-78.75;7307:218:4;486;26.50996399;10.06494045;36.12095261;36.10341263;7.637999952;0;162.7336731;193
Sardinella;aurita;31.75;-79.25;7307:219:3;308;26.12903023;10.2454319;36.14796448;36.07073593;9.093999863;0;162.3181458;157
Sardinella;aurita;31.75;-79.75;7307:219:4;55;24.84204292;23.62657738;36.21276474;36.27246857;9.188000113;0;206.7138367;120
Sardinella;aurita;31.75;-80.25;7308:110:3;27;23.33177757;23.48694038;36.14684296;36.17538071;8.561000228;0;216.244873;86
Sardinella;aurita;31.75;-80.75;7308:110:4;14;22.40717697;22.96253395;35.27145004;36.07332993;12.14499958;0;217.5151215;23
Sardinella;aurita;32.25;-64.75;7306:124:2;1577;23.46539307;3.594389915;36.52642441;34.99010849;4.956999794;0;263.7393494;23
Sardinella;aurita;32.25;-78.75;7307:228:2;279;25.52147102;10.57704163;36.15720749;36.02718353;9.824000299;0;162.4122467;156
Sardinella;aurita;32.25;-80.25;7308:120:1;14;22.61656761;22.99790001;35.60173416;36.09460068;9.124999866;0;217.641861;23
Sardinella;aurita;32.25;-80.75;7308:120:2;6;22.24346924;22.57760429;35.13039017;35.20140076;11.22500002;0;217.7524109;11
Sardinella;aurita;32.25;-79.25;7307:229:1;58;24.6519165;23.38337135;36.18751144;36.28985596;10.36399975;0;206.6590118;120
Sardinella;aurita;32.25;-79.75;7307:229:2;26;23.46375847;23.58955383;36.05237198;36.20158768;8.701999672;0;216.3312531;94
Sardinella;aurita;32.25;34.25;1303:124:1;1104;23.02026558;14.32128525;38.69574356;38.74437332;1.936999965;0;182.7128296;71
Sardinella;aurita;32.25;34.75;1303:124:2;242;23.06228447;20.28324318;38.58721161;39.09767914;14.68299981;0;228.2523956;17
Sardinella;aurita;32.25;-15.75;7301:225:2;4373;20.52698898;2.020247936;36.73380661;34.89303589;0.237;0;250.000473;156
Sardinella;aurita;32.25;-63.25;7306:123:1;4526;23.38954926;1.833927035;36.54604721;34.89330292;4.697999917;0;264.5827332;188
Sardinella;aurita;32.25;-78.25;7307:228:1;404;25.90129471;10.29943562;36.13447571;36.1000824;8.314999752;0;162.7410583;192
Sardinella;aurita;32.75;-78.25;7307:228:3;149;24.83521843;16.43946838;36.18179321;36.29032135;11.5059996;0;170.0283356;143
Sardinella;aurita;32.75;-9.25;7300:229:3;131;19.14971542;17.43313408;36.35091019;36.55982971;4.449000116;0;238.7596436;20
Sardinella;aurita;32.75;-78.75;7307:228:4;44;24.07615662;23.77176666;36.167099;36.24504852;11.65900007;0;215.0485077;119
Sardinella;aurita;32.75;-80.25;7308:120:3;3;21.997118;22.33789635;34.66061783;35.20156479;14.34068196;0;220.685379;4
Sardinella;aurita;32.75;30.25;1303:120:3;2064;22.17124176;14.18485069;39.1354332;38.70207214;0.600999978;0;179.7042236;168
Sardinella;aurita;32.75;-79.25;7307:229:3;21;23.15987968;23.30930901;35.97382355;36.17066956;11.95199974;0;217.9422302;85
Sardinella;aurita;32.75;27.75;1302:227:4;3141;22.02264404;13.75196648;39.0453949;38.72707367;0.531000027;0;178.8113403;192
Sardinella;aurita;32.75;-79.75;7307:229:4;9;22.56680107;22.83317375;35.83996964;35.38782501;16.3669996;0;218.798645;18
Sardinella;aurita;32.75;-77.25;7307:227:3;478;25.90439224;10.93193531;36.14546585;36.15808105;7.240000181;0;164.2539825;167
Sardinella;aurita;32.75;34.75;1303:124:4;715;23.03682518;14.63104439;38.78428268;38.98348999;6.033999845;0;197.7981262;22
Sardinella;aurita;32.75;-17.25;7301:227:3;2290;20.69879723;5.772420883;36.76216888;35.46695709;0.257999985;0;237.4078674;21
Sardinella;aurita;32.75;-77.75;7307:227:4;290;25.36517715;12.61911392;36.15578461;36.2312851;9.151999839;0;163.9423828;150
Sardinella;aurita;33.25;-78.25;7307:238:1;28;23.34757805;23.53576088;36.16872025;36.26137924;11.31599955;0;217.1559296;88
Sardinella;aurita;33.25;-78.75;7307:238:2;18;22.68427467;23.2479496;36.00517654;36.19591904;12.0959999;0;218.2397766;85
Sardinella;aurita;33.25;20.25;1302:130:1;2673;21.84078789;13.22229195;38.53728485;38.67479706;0.584000023;0;182.5844727;97
Sardinella;aurita;33.25;-79.25;7307:239:1;7;22.35288048;22.66892815;35.80203629;35.42752075;16.60099998;0;219.9632721;12
Sardinella;aurita;33.25;-10.25;7301:130:1;4289;20.22160149;2.087105989;36.56216049;34.90964508;0.418000011;0;241.3523865;155
Sardinella;aurita;33.25;-77.25;7307:237:1;172;25.0424633;18.41024399;36.17670822;36.43606949;10.72099991;0;176.5121002;119
Sardinella;aurita;33.25;-77.75;7307:237:2;58;24.11237526;24.22302055;36.18634415;36.27627563;11.63399965;0;212.8646698;97
Sardinella;aurita;33.75;-77.25;7307:237:3;30;23.7008419;23.91148567;36.16464233;36.29521561;11.67799998;0;215.7968903;85
Sardinella;aurita;33.75;35.25;1303:235:3;1284;23.03297424;14.33937645;39.0141716;38.75016022;4.650000017;0;182.4539185;22
Sardinella;aurita;33.75;-77.75;7307:237:4;17;22.41302299;23.19691849;35.95613861;36.20513535;12.13200018;0;218.9179993;23
Sardinella;aurita;33.75;35.75;1303:235:4;298;23.09897423;16.49617386;38.80783081;39.05776978;4.561545327;0;201.3500061;1
Sardinella;aurita;33.75;11.25;1301:131:3;19;21.79265976;19.69036674;37.82110977;37.66239929;0.78100001;0;238.7015533;21
Sardinella;aurita;33.75;-78.25;7307:238:3;17;21.97801781;22.69756508;35.91631317;36.20035172;18.40900071;0;221.1101074;20
Sardinella;aurita;33.75;11.75;1301:131:4;38;21.60989952;20.19914055;37.80881882;37.69722748;0.630000024;0;233.5469818;85
Sardinella;aurita;33.75;-78.75;7307:238:4;11;21.96499443;22.46389389;35.82269669;35.70615005;18.97200011;0;221.9156189;14
Sardinella;aurita;33.75;-76.75;7307:236:4;98;24.85955048;22.68518448;36.18706894;36.52702713;11.10699959;0;197.3553162;121
Sardinella;aurita;34.25;34.75;1303:144:2;1979;22.75032806;14.31497765;39.1098671;38.74503326;0.768000027;0;179.2404785;115
Sardinella;aurita;34.25;12.75;1301:142:2;127;21.48055458;14.88733673;37.89159393;38.36566544;0.534999999;0;233.3592682;166
Sardinella;aurita;34.25;-77.25;7307:247:1;22;21.96622849;23.38915062;35.99402237;36.22772598;10.82199998;0;218.1678772;49
Sardinella;aurita;34.25;35.25;1303:245:1;1772;22.9110775;14.31946278;39.07230377;38.77637863;1.156999962;0;179.7156372;69
Sardinella;aurita;34.25;-77.75;7307:247:2;11;21.39761734;22.27313423;35.69470596;35.90073776;20.47600038;0;223.7925568;13
Sardinella;aurita;34.25;35.75;1303:245:2;952;22.9738636;15.7593565;38.94833755;39.01447296;3.18244216;0;201.1643677;11
Sardinella;aurita;34.25;10.25;1301:140:1;37;21.68104172;20.82286835;38.1460762;37.62168884;1.183000044;0;229.0319061;17
Sardinella;aurita;34.25;10.75;1301:140:2;34;21.64842033;19.93749237;37.87440872;37.62608719;0.908999995;0;236.2433014;69
Sardinella;aurita;34.25;-75.75;7307:245:2;987;25.4038353;3.747613907;36.17130661;35.01837921;9.232999757;0;240.8991241;118
Sardinella;aurita;34.25;11.25;1301:141:1;37;21.53262901;19.01779175;37.75823212;37.69214249;0.661000027;0;241.6501007;97
Sardinella;aurita;34.25;11.75;1301:141:2;48;21.4419117;17.37302017;37.74621582;37.79511642;0.572999998;0;245.4042053;118
Sardinella;aurita;34.25;-76.25;7307:246:1;75;24.36642647;24.15765381;36.16551208;36.3797226;11.35599986;0;211.2675934;102
Sardinella;aurita;34.25;31.25;1303:141:1;2526;22.03812408;13.94049168;39.19515991;38.73551941;0.641999999;0;178.8013153;153
Sardinella;aurita;34.25;-76.75;7307:246:2;30;23.05292702;23.82416916;36.14987946;36.3010788;10.32099966;0;215.900177;84
Sardinella;aurita;34.25;12.25;1301:142:1;78;21.44034958;16.05701447;37.79603577;38.04776764;0.538999971;0;245.1863098;150
Sardinella;aurita;34.75;-76.25;7307:246:3;18;22.69356155;23.63526344;35.93349075;36.30784607;11.73599996;0;216.4914246;21
Sardinella;aurita;34.75;-76.75;7307:246:4;11;21.59187698;22.32304001;35.95834732;35.22541428;14.91599996;0;222.585022;14
Sardinella;aurita;34.75;12.25;1301:142:3;40;21.17374802;18.73820877;37.62804413;37.64834976;0.56299998;0;241.3369598;137
Sardinella;aurita;34.75;12.75;1301:142:4;90;21.15611267;15.79205036;37.71905136;38.04115677;0.538999971;0;244.5858765;183
Sardinella;aurita;34.75;-77.25;7307:247:3;8;21.00938988;21.77335739;34.62079239;35.3640213;18.20400544;0;226.1429138;6
Sardinella;aurita;34.75;35.75;1303:245:4;890;22.86283112;15.59601021;39.1183815;39.06785583;1.743000001;0;205.3389893;22
Sardinella;aurita;34.75;29.75;1302:249:4;2502;21.40044403;14.03673267;39.18257141;38.74786758;0.581;0;178.836319;200
Sardinella;aurita;34.75;-75.75;7307:245:4;130;24.14824486;23.83356285;36.04634476;36.37813568;12.22100016;0;209.9343872;91
Sardinella;aurita;34.75;11.25;1301:141:3;18;21.43678665;21.20061874;37.69387436;37.50001907;1.016999944;0;223.1839447;22
Sardinella;aurita;35.25;-76.25;7307:456:1;4;21.32981491;22.69801331;35.74870682;34.86184311;12.08399981;0;219.8171082;20
Sardinella;aurita;35.25;-2.75;7300:352:2;110;19.51450157;16.77254295;36.23178864;37.03249359;1.577000017;0;252.0072632;15
Sardinella;aurita;35.25;-74.75;7307:354:2;1905;24.7621479;3.032069921;36.13565826;34.95861053;12.14099955;0;267.3425598;136
Sardinella;aurita;35.25;32.75;1303:352:2;609;22.37095833;18.03329849;39.25348663;39.06909943;1.164000016;0;233.3946381;14
Sardinella;aurita;35.25;-75.25;7307:455:1;133;23.36868286;23.88761902;35.54867935;36.13588333;16.34199917;0;214.2648621;91
Sardinella;aurita;35.25;-75.75;7307:455:2;10;21.94711685;22.93327522;35.55519485;35.01470947;14.157;0;218.2092133;22
Sardinella;aurita;35.25;35.25;1303:455:1;1218;22.70296097;14.33243942;39.1516304;38.75684357;0.838999986;0;180.8222961;68
Sardinella;aurita;35.25;35.75;1303:455:2;863;22.81326485;14.34902287;39.12387085;38.77618408;1.221999992;0;182.9871826;21
Sardinella;aurita;35.75;28.25;1302:458:3;2807;21.30504799;13.3766098;39.22148514;38.70047379;0.694999995;0;181.085022;90
Sardinella;aurita;35.75;-0.75;7300:350:4;1162;19.5032692;13.11592388;36.23853302;38.51101685;1.899000024;0;195.1229858;12
Sardinella;aurita;35.75;11.25;1301:351:3;41;20.74962616;15.90800667;37.38843918;37.66777802;0.716999988;0;246.930481;22
Sardinella;aurita;35.75;13.75;1301:353:4;684;20.90438843;14.07438183;37.76095963;38.77932358;0.605000008;0;195.998642;90
Sardinella;aurita;35.75;-3.75;7300:353:4;1050;19.05591965;13.04005718;36.18248367;38.45208359;1.853000023;0;183.4518127;89
Sardinella;aurita;35.75;-74.75;7307:354:4;808;22.64287567;3.640974045;35.66292191;34.98016739;16.62899926;0;246.819931;135
Sardinella;aurita;35.75;14.25;1301:354:3;585;20.9343853;13.92369556;37.75282669;38.74258804;0.645000022;0;189.4655304;22
Sardinella;aurita;35.75;24.25;1302:354:3;732;20.67651176;14.03895855;38.33358765;38.79698181;0.601999986;0;184.0543671;21
Sardinella;aurita;35.75;-75.25;7307:455:3;26;20.61444855;23.15461349;34.52167511;35.72796249;16.04600064;0;214.1124268;90
Sardinella;aurita;35.75;-75.75;7307:455:4;4;19.64093399;20.70543289;34.03536606;33.78156662;15.03000036;0;224.1516418;15
Sardinella;aurita;36.25;-75.25;7307:465:1;31;18.39333916;21.50423622;33.99961472;35.25931168;16.3669996;0;218.9445496;90
Sardinella;aurita;36.25;-75.75;7307:465:2;9;17.62522888;19.13019562;33.06508636;34.1269455;15.58199991;0;228.6103821;21
Sardinella;aurita;36.25;-5.25;7300:465:1;395;18.14189911;13.09424496;36.09865189;38.60743713;4.108000081;0;186.9262085;15
Sardinella;aurita;36.25;-74.75;7307:364:2;576;20.20017433;4.006323814;35.26599121;35.014431;17.92000048;0;223.5418701;135
Sardinella;aurita;36.25;10.75;1301:360:2;32;20.56822205;16.61030006;37.35657501;37.50633621;1.04100001;0;247.0835114;21
Sardinella;aurita;36.25;-2.25;7300:362:1;1607;19.36004066;13.03415012;36.28968811;38.42369843;2.383999992;0;193.6225891;89
Sardinella;aurita;36.25;12.25;1301:362:1;444;20.3118;14.07194042;37.49636459;38.76041412;0.536000007;0;195.0194702;100
Sardinella;aurita;36.25;-4.75;7300:364:2;693;18.49684334;13.04005814;36.13887024;38.45265961;3.704000032;0;183.4525146;49
Sardinella;aurita;36.25;21.25;1302:361:1;3893;20.97127151;13.21456146;38.40849686;38.66888809;0.612000003;0;182.499115;116
Sardinella;aurita;36.75;-75.25;7307:465:3;26;17.13488197;20.49175835;33.27286148;34.87712097;14.11500014;0;221.2440948;89
Sardinella;aurita;36.75;-75.75;7307:465:4;14;16.70882034;17.98052406;31.19475746;34.33957672;14.51000012;0;232.2939911;21
Sardinella;aurita;36.75;-1.25;7300:361:3;2336;19.54195213;13.03289604;36.39601135;38.41328049;1.945000025;0;192.6742401;83
Sardinella;aurita;36.75;30.75;1303:360:4;587;22.585186;14.27280045;39.20905685;38.74365616;8.601999842;0;183.6715088;15
Sardinella;aurita;36.75;22.25;1302:362:3;953;20.71551895;13.8764143;37.63860703;38.81901932;1.019999967;0;184.9503174;16
Sardinella;aurita;37.25;2.75;1300:372:2;2756;19.7604866;13.02208138;36.57086945;38.44409561;0.934000011;0;193.1423645;89
Sardinella;aurita;37.25;-75.25;7307:475:1;28;16.49331665;18.24907494;32.81241608;34.21987152;12.89399993;0;230.7396393;89
Sardinella;aurita;37.25;-75.75;7307:475:2;8;16.27014542;16.67949295;29.45691872;33.70248413;14.769;0;244.2915802;21
Sardinella;aurita;37.25;-74.75;7307:374:2;90;17.40336418;20.98821259;34.15021133;35.72050858;18.20700057;0;198.7107697;115
Sardinella;aurita;37.25;-76.25;7307:476:1;6;16.55171585;16.52278137;24.87841415;33.7276001;19.88199912;0;256.9988708;17
Sardinella;aurita;37.25;10.75;1301:370:2;157;20.01278305;14.80176544;37.19855499;38.14092636;0.690000015;0;245.9640198;22
Sardinella;aurita;37.25;-0.25;7300:370:1;2606;19.67816162;13.02630424;36.48013687;38.41475677;1.289000036;0;192.7520142;115
Sardinella;aurita;37.75;-0.25;7300:370:3;604;19.75808144;13.10025883;36.59750748;38.48693085;1.733000041;0;188.0205841;82
Sardinella;aurita;37.75;23.25;1302:373:3;50;20.45522118;15.31045246;36.25852585;38.93547821;7.094000001;0;212.2849731;14
Sardinella;aurita;37.75;15.25;1301:475:3;884;19.97411919;13.78031254;38.36175156;38.71419144;0.913000025;0;185.8669586;12
Sardinella;aurita;37.75;24.25;1302:374:3;130;19.83304214;16.6281929;35.84920883;38.73371124;1.029000035;0;240.4514008;20
Sardinella;aurita;37.75;18.25;1301:478:3;2879;20.66905022;13.21408463;38.37981796;38.65816879;0.70199999;0;182.53508;185
Sardinella;aurita;37.75;0.75;1300:370:4;2577;19.88423347;13.02621365;36.63744736;38.44387054;0.878999999;0;192.757019;148
Sardinella;aurita;37.75;-75.25;7307:475:3;17;15.79244423;17.66769981;32.99809265;34.06127548;12.30600011;0;233.2027588;21
Sardinella;aurita;37.75;-75.75;7307:475:4;6;16.02481842;16.86551666;27.74448586;33.63028717;21.35863714;0;241.4271545;16
Sardinella;aurita;37.75;-74.75;7307:374:4;40;16.3694191;20.33090019;33.62361526;34.97439194;15.43399971;0;212.0206451;88
Sardinella;aurita;38.25;-0.25;7300:380:1;224;19.81482887;14.27481937;36.72655869;38.11556625;2.164999954;0;235.2180176;21
Sardinella;aurita;38.25;15.75;1301:485:2;360;20.22580528;14.16835213;38.15491486;38.63926697;0.882566848;0;210.2281952;11
Sardinella;aurita;38.25;24.25;1302:384:1;123;19.59493828;14.93505955;35.03021622;38.92915344;0.952999981;0;196.6218719;16
Sardinella;aurita;38.25;0.25;1300:380:1;439;19.8483696;13.13510895;36.72665787;38.50236893;1.073000021;0;192.3893738;81
Sardinella;aurita;38.25;0.75;1300:380:2;1122;19.93976402;13.05930901;36.72269821;38.46508408;0.691999972;0;190.1827393;114
Sardinella;aurita;38.25;-75.25;7307:485:1;5;15.22621441;15.55699635;33.10477448;32.46619034;12.25899998;0;243.4308777;10
Sardinella;aurita;38.25;-74.75;7307:384:2;26;15.4980154;16.83066368;33.20542145;34.14486694;13.35099991;0;233.6776733;87
Sardinella;aurita;38.75;2.25;1300:382:3;927;20.02574348;13.07515717;36.84370041;38.47654343;0.524999981;0;190.6880035;87
Sardinella;aurita;38.75;-75.25;7307:485:3;7;15.00718975;15.15003014;31.90465164;32.70801926;32.90404007;0;250.7101593;7
Sardinella;aurita;38.75;-74.75;7307:384:4;18;14.8750906;15.09678459;32.89035797;33.72159576;18.38300005;0;248.6605835;87
Sardinella;aurita;38.75;-0.25;7300:380:3;26;19.65588951;16.76865387;36.92993164;37.91967392;2.019277541;0;237.8079376;2
Sardinella;aurita;38.75;22.75;1302:382:4;12;19.71869278;16.27704811;35.23685074;38.39615631;4.388648085;0;218.1674347;4
Sardinella;aurita;38.75;23.25;1302:383:3;25;19.72323799;14.990695;34.38290024;38.72127533;2.663000021;0;239.8842163;9
Sardinella;aurita;38.75;23.75;1302:383:4;357;19.66871834;14.92083454;34.41333008;38.9009819;1.392000006;0;197.3187561;12
Sardinella;aurita;38.75;-9.25;7300:489:3;71;16.77571487;15.69364452;35.3991394;36.12470627;6.916999817;0;258.5812378;11
Sardinella;aurita;38.75;0.25;1300:380:3;129;19.67434692;14.71303368;36.89297104;38.07964325;1.138000051;0;244.0106659;18
Sardinella;aurita;38.75;1.25;1300:381:3;164;19.97110748;14.74376297;36.90147781;38.05713654;0.581;0;250.8555603;20
Sardinella;aurita;38.75;1.75;1300:381:4;380;20.00914383;13.136796;36.90090942;38.51402664;0.520000001;0;193.0418701;21
Sardinella;aurita;39.25;0.25;1300:390:1;536;19.51180077;13.07982445;37.09345245;38.4852066;0.949000008;0;187.6070404;65
Sardinella;aurita;39.25;-69.25;7306:499:1;2802;18.9848938;2.602823019;35.41770935;34.9299736;12.00800017;0;268.4427185;270
Sardinella;aurita;39.25;-73.75;7307:393:2;38;14.98884392;15.23654556;32.84749222;34.00514603;9.782999754;0;234.2028809;81
Sardinella;aurita;39.25;0.75;1300:390:2;1167;19.61187935;13.06774807;37.01493073;38.46364212;0.721000019;0;191.5066833;86
Sardinella;aurita;39.25;25.75;1302:495:2;240;19.14813042;16.28424835;35.23836517;38.95140457;1.839000033;0;234.8075562;20
Sardinella;aurita;39.25;-0.25;7300:390:1;31;19.5334816;18.57242775;37.12598038;37.85172653;1.942000003;0;237.6700592;11
Sardinella;aurita;39.25;-74.25;7307:394:1;22;14.65308762;14.09033108;32.57573318;33.6024971;13.34199961;0;257.2449341;21
Sardinella;aurita;39.25;1.75;1300:391:2;606;19.89557266;13.12469959;37.03871155;38.5144577;0.572999998;0;190.4529877;21
Sardinella;aurita;39.25;-74.75;7307:394:2;7;14.55691624;14.66227818;32.58359528;32.52322769;39.01400045;0;254.3801575;8
Sardinella;aurita;39.25;2.25;1300:392:1;624;19.98181725;13.08249378;36.97417068;38.47910309;0.543000002;0;188.2336731;86
Sardinella;aurita;39.25;2.75;1300:392:2;237;19.96898079;13.78688431;36.98891068;38.22663116;0.532999984;0;233.313858;20
Sardinella;aurita;39.25;22.75;1302:392:2;16;19.67219734;19.05162239;34.41062164;37.83142471;2.501999959;0;234.3018799;3
Sardinella;aurita;39.25;23.25;1302:393:1;130;19.6816864;16.90031624;34.32506561;38.32723236;1.35799998;0;246.9868622;17
Sardinella;aurita;39.25;3.25;1300:393:1;973;19.91440392;13.07956505;37.02675247;38.45871353;0.505000004;0;194.6035004;18
Sardinella;aurita;39.25;23.75;1302:393:2;624;19.60233688;14.99641228;34.14556885;38.85516357;0.624999986;0;217.0466766;21
Sardinella;aurita;39.25;3.75;1300:393:2;1826;19.88002014;13.07277203;37.06053925;38.42118835;0.509999983;0;194.8229218;86
Sardinella;aurita;39.75;12.75;1301:392:4;3382;20.06521797;12.93067455;37.8391571;38.66599655;0.44199999;0;189.44104;183
Sardinella;aurita;39.75;3.25;1300:393:3;28;19.73448181;19.34996033;37.24622345;37.76470947;0.500999973;0;232.1952667;10
Sardinella;aurita;39.75;24.75;1302:394:4;357;19.03581619;14.93672657;33.67411423;38.90518188;0.71599998;0;196.049469;86
Sardinella;aurita;39.75;3.75;1300:393:4;403;19.73158073;13.31454945;37.21736908;38.48931122;0.534999999;0;206.5493469;21
Sardinella;aurita;39.75;4.25;1300:394:3;741;19.63794899;13.09160423;37.21855927;38.50099182;0.595999998;0;188.6079865;19
Sardinella;aurita;39.75;-73.75;7307:393:4;28;14.47792053;12.86907864;32.38889313;33.70415115;10.49499959;0;266.740509;64
